Event Identifier,Event Name,Event Record,First Date Year,First Date,Last Date,Venue Identifier,Venue Name,Suburb,State,Country,Latitude,Longitude,Primary Genre,Secondary Genre,Organisations,Subjects,Contributor Count,Resource Count,Works,,,
159915,Kristy and Jimmy,https://ausstage.edu.au/pages/event/159915,1993,27/6/1993,27/6/1993,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Kristy and Jimmy, Glastonbury Festival",,0,0,,,,
159916,Benjamin Booker,https://ausstage.edu.au/pages/event/159916,2015,26/6/2015,26/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159917,John Campbell,https://ausstage.edu.au/pages/event/159917,1993,27/6/1993,27/6/1993,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159918,John Prine,https://ausstage.edu.au/pages/event/159918,1993,27/6/1993,27/6/1993,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159919,Donovan,https://ausstage.edu.au/pages/event/159919,1993,27/6/1993,27/6/1993,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159920,Nanci Griffith,https://ausstage.edu.au/pages/event/159920,1993,27/6/1993,27/6/1993,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159921,Sharon Van Etten,https://ausstage.edu.au/pages/event/159921,2015,26/6/2015,26/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159922,Jamie xx,https://ausstage.edu.au/pages/event/159922,2015,26/6/2015,26/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159923,Super Furry Animals,https://ausstage.edu.au/pages/event/159923,2015,26/6/2015,26/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Super Furry Animals, Glastonbury Festival",,0,0,,,,
159924,Flo Morrissey,https://ausstage.edu.au/pages/event/159924,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159925,Eaves,https://ausstage.edu.au/pages/event/159925,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159926,Ibeyi,https://ausstage.edu.au/pages/event/159926,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Ibeyi, Glastonbury Festival",,0,0,,,,
159927,Giant Sand,https://ausstage.edu.au/pages/event/159927,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Giant Sand, Glastonbury Festival",,1,0,,,,
159928,Gaz Coombes,https://ausstage.edu.au/pages/event/159928,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159929,Kate Tempest,https://ausstage.edu.au/pages/event/159929,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,2,0,,,,
159930,Father John Misty,https://ausstage.edu.au/pages/event/159930,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159931,Mavis Staples,https://ausstage.edu.au/pages/event/159931,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,2,0,,,,
159932,Spiritualized,https://ausstage.edu.au/pages/event/159932,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Spiritualized, Glastonbury Festival",,0,0,,,,
159933,Kid's Breakfast Show,https://ausstage.edu.au/pages/event/159933,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
159934,Jon Hopkins,https://ausstage.edu.au/pages/event/159934,2015,27/6/2015,27/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159935,Rag'N'Bone Man,https://ausstage.edu.au/pages/event/159935,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159937,Denai Moore,https://ausstage.edu.au/pages/event/159937,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159939,Rae Morris,https://ausstage.edu.au/pages/event/159939,2015,28/6/2015,28/6/2015,20912,Glastonbury Festival - Park Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159943,Burning Glass,https://ausstage.edu.au/pages/event/159943,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Burning Glass, Glastonbury Festival",,0,0,,,,
159944,Rob Ultra,https://ausstage.edu.au/pages/event/159944,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Rob Ultra, Glastonbury Festival",,0,0,,,,
159945,Tiny Monroe,https://ausstage.edu.au/pages/event/159945,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Tiny Monroe, Glastonbury Festival",,0,0,,,,
159946,Echobelly,https://ausstage.edu.au/pages/event/159946,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Echobelly, Glastonbury Festival",,0,0,,,,
159947,Oasis,https://ausstage.edu.au/pages/event/159947,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Oasis, Glastonbury Festival",,0,0,,,,
159948,Credit To The Nation,https://ausstage.edu.au/pages/event/159948,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Credit To The Nation, Glastonbury Festival",,0,0,,,,
159949,Chumbawamba,https://ausstage.edu.au/pages/event/159949,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Chumbawamba, Glastonbury Festival",,0,0,,,,
159950,Pulp,https://ausstage.edu.au/pages/event/159950,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Pulp, Glastonbury Festival",,0,0,,,,
159951,Inspiral Carpets,https://ausstage.edu.au/pages/event/159951,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Inspiral Carpets, Glastonbury Festival",,0,0,,,,
159952,Radiohead,https://ausstage.edu.au/pages/event/159952,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Radiohead, Glastonbury Festival",,0,0,,,,
159953,Blur,https://ausstage.edu.au/pages/event/159953,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Blur, Glastonbury Festival",,0,0,,,,
159954,Spiritualized,https://ausstage.edu.au/pages/event/159954,1994,26/6/1994,26/6/1994,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Spiritualized, Glastonbury Festival",,0,0,,,,
159955,Delta Nine,https://ausstage.edu.au/pages/event/159955,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Delta Nine, Glastonbury Festival",,0,0,,,,
159956,Scarfo,https://ausstage.edu.au/pages/event/159956,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Scarfo, Glastonbury Festival",,0,0,,,,
159957,Blameless,https://ausstage.edu.au/pages/event/159957,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Blameless, Glastonbury Festival",,0,0,,,,
159958,The Boredoms,https://ausstage.edu.au/pages/event/159958,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Boredoms, Glastonbury Festival",,0,0,,,,
159959,Die Toten Hosen,https://ausstage.edu.au/pages/event/159959,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Die Toten Hosen, Glastonbury Festival",,0,0,,,,
159960,Reef,https://ausstage.edu.au/pages/event/159960,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Reef, Glastonbury Festival",,0,0,,,,
159961,Ash,https://ausstage.edu.au/pages/event/159961,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Ash, Glastonbury Festival",,0,0,,,,
159962,Shed Seven,https://ausstage.edu.au/pages/event/159962,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Shed Seven, Glastonbury Festival",,0,0,,,,
159963,Dodgy,https://ausstage.edu.au/pages/event/159963,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Dodgy, Glastonbury Festival",,0,0,,,,
159964,Supergrass,https://ausstage.edu.au/pages/event/159964,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Supergrass, Glastonbury Festival",,0,0,,,,
159965,Sleeper,https://ausstage.edu.au/pages/event/159965,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Sleeper, Glastonbury Festival",,0,0,,,,
159966,Paxton,https://ausstage.edu.au/pages/event/159966,2002,29/6/2002,29/6/2002,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Paxton, Glastonbury Festival",,0,0,,,,
159967,Belly,https://ausstage.edu.au/pages/event/159967,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Belly, Glastonbury Festival",,0,0,,,,
159968,The Prodigy,https://ausstage.edu.au/pages/event/159968,1995,23/6/1995,23/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Prodigy, Glastonbury Festival",,0,0,,,,
159969,311,https://ausstage.edu.au/pages/event/159969,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"311, Glastonbury Festival",,0,0,,,,
159970,Soul Coughing,https://ausstage.edu.au/pages/event/159970,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Soul Coughing, Glastonbury Festival",,0,0,,,,
159971,Skunk Anansie,https://ausstage.edu.au/pages/event/159971,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Skunk Anansie, Glastonbury Festival",,0,0,,,,
159972,These Animal Men,https://ausstage.edu.au/pages/event/159972,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"These Animal Men, Glastonbury Festival",,0,0,,,,
159973,Live,https://ausstage.edu.au/pages/event/159973,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Live, Glastonbury Festival",,0,0,,,,
159974,Zion Train,https://ausstage.edu.au/pages/event/159974,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Zion Train, Glastonbury Festival",,0,0,,,,
159975,Dreadzone,https://ausstage.edu.au/pages/event/159975,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Dreadzone, Glastonbury Festival",,0,0,,,,
159976,Spearhead,https://ausstage.edu.au/pages/event/159976,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Spearhead, Glastonbury Festival",,0,0,,,,
159977,Weezer,https://ausstage.edu.au/pages/event/159977,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Weezer, Glastonbury Festival",,0,0,,,,
159978,Urge Overkill,https://ausstage.edu.au/pages/event/159978,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Urge Overkill, Glastonbury Festival",,0,0,,,,
159979,The Offspring,https://ausstage.edu.au/pages/event/159979,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Offspring, Glastonbury Festival",,0,0,,,,
159980,Galliano,https://ausstage.edu.au/pages/event/159980,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Galliano, Glastonbury Festival",,0,0,,,,
159981,The Shamen,https://ausstage.edu.au/pages/event/159981,1995,24/6/1995,24/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Shamen, Glastonbury Festival",,0,0,,,,
159982,The Mutton Birds,https://ausstage.edu.au/pages/event/159982,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Mutton Birds, Glastonbury Festival",,0,0,,,,
159983,Moses,https://ausstage.edu.au/pages/event/159983,2000,24/6/2000,24/6/2000,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
159984,Seven Day Diary,https://ausstage.edu.au/pages/event/159984,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Seven Day Diary, Glastonbury Festival",,0,0,,,,
159985,Morphine,https://ausstage.edu.au/pages/event/159985,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Morphine, Glastonbury Festival",,0,0,,,,
159986,Strangelove,https://ausstage.edu.au/pages/event/159986,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Strangelove, Glastonbury Festival",,0,0,,,,
159987,Drugstore,https://ausstage.edu.au/pages/event/159987,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Drugstore, Glastonbury Festival",,0,0,,,,
159988,Marion,https://ausstage.edu.au/pages/event/159988,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Marion, Glastonbury Festival",,0,0,,,,
159989,The Verve,https://ausstage.edu.au/pages/event/159989,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Verve, Glastonbury Festival",,0,0,,,,
159990,Menswear,https://ausstage.edu.au/pages/event/159990,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Menswear, Glastonbury Festival",,0,0,,,,
159991,The Charlatans,https://ausstage.edu.au/pages/event/159991,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Charlatans, Glastonbury Festival",,0,0,,,,
159992,Veruca Salt,https://ausstage.edu.au/pages/event/159992,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Veruca Salt, Glastonbury Festival",,0,0,,,,
159993,Gene,https://ausstage.edu.au/pages/event/159993,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Gene, Glastonbury Festival",,0,0,,,,
159994,Elastica,https://ausstage.edu.au/pages/event/159994,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Elastica, Glastonbury Festival",,0,0,,,,
159995,Goldie,https://ausstage.edu.au/pages/event/159995,1995,25/6/1995,25/6/1995,20891,Glastonbury Festival - NME Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Goldie, Glastonbury Festival",,0,0,,,,
159996,Wellington Cmyth,https://ausstage.edu.au/pages/event/159996,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Wellington Cmyth, Glastonbury Festival",,0,0,,,,
159997,Urban Mix,https://ausstage.edu.au/pages/event/159997,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Urban Mix, Glastonbury Festival",,0,0,,,,
159998,Fat Tuesday,https://ausstage.edu.au/pages/event/159998,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Fat Tuesday, Glastonbury Festival",,0,0,,,,
159999,Spartacus R,https://ausstage.edu.au/pages/event/159999,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Spartacus R, Glastonbury Festival",,0,0,,,,
160000,Johnny Coppin,https://ausstage.edu.au/pages/event/160000,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Johnny Coppin, Glastonbury Festival",,0,0,,,,
160001,Arizona Smoke Review,https://ausstage.edu.au/pages/event/160001,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Arizona Smoke Review, Glastonbury Festival",,0,0,,,,
160002,The Extra Hot Mango Chutney Band,https://ausstage.edu.au/pages/event/160002,1983,17/6/1983,17/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"The Extra Hot Mango Chutney Band, Glastonbury Festival",,0,0,,,,
160003,Blakes Three,https://ausstage.edu.au/pages/event/160003,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Blakes Three, Glastonbury Festival",,0,0,,,,
160004,Karma-Ca-Niks,https://ausstage.edu.au/pages/event/160004,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Karma-Ca-Niks, Glastonbury Festival",,0,0,,,,
160005,Fearless Girls,https://ausstage.edu.au/pages/event/160005,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Fearless Girls, Glastonbury Festival",,0,0,,,,
160006,The Parole Brothers,https://ausstage.edu.au/pages/event/160006,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"The Parole Brothers, Glastonbury Festival",,0,0,,,,
160007,Freeway UK,https://ausstage.edu.au/pages/event/160007,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Freeway UK, Glastonbury Festival",,0,0,,,,
160008,Nancy Boys,https://ausstage.edu.au/pages/event/160008,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Nancy Boys, Glastonbury Festival",,0,0,,,,
160009,John Mizarolli,https://ausstage.edu.au/pages/event/160009,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"John Mizarolli, Glastonbury Festival",,0,0,,,,
160010,Arran Pilot,https://ausstage.edu.au/pages/event/160010,1983,18/6/1983,18/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Arran Pilot, Glastonbury Festival",,0,0,,,,
160011,Industrial North,https://ausstage.edu.au/pages/event/160011,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Industrial North, Glastonbury Festival",,0,0,,,,
160012,Cool Running,https://ausstage.edu.au/pages/event/160012,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Cool Running, Glastonbury Festival",,0,0,,,,
160013,Juan Foote'n The Grave,https://ausstage.edu.au/pages/event/160013,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Juan Foote'n The Grave, Glastonbury Festival",,0,0,,,,
160014,Nervous,https://ausstage.edu.au/pages/event/160014,1997,29/6/1997,29/6/1997,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Nervous, Glastonbury Festival",,0,0,,,,
160015,Alice The Mongrel,https://ausstage.edu.au/pages/event/160015,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Alice The Mongrel, Glastonbury Festival",,0,0,,,,
160016,Five Guys Named Moe,https://ausstage.edu.au/pages/event/160016,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Five Guys Named Moe, Glastonbury Festival",,0,0,,,,
160017,Johnny G,https://ausstage.edu.au/pages/event/160017,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Johnny G. & Friends, Glastonbury Festival",,0,0,,,,
160018,Impossible Dreamers,https://ausstage.edu.au/pages/event/160018,1983,19/6/1983,19/6/1983,20907,Glastonbury Festival - Marquee Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,,"Impossible Dreamers, Glastonbury Festival",,0,0,,,,
160020,John Trudell,https://ausstage.edu.au/pages/event/160020,1994,25/6/1994,25/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160021,Iris DeMent,https://ausstage.edu.au/pages/event/160021,1994,25/6/1994,25/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160022,Glenn Tilbrook,https://ausstage.edu.au/pages/event/160022,1994,25/6/1994,25/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160023,Reconciliation,https://ausstage.edu.au/pages/event/160023,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Reconciliation, Glastonbury Festival",,0,0,,,,
160024,Pooka,https://ausstage.edu.au/pages/event/160024,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Pooka, Glastonbury Festival",,0,0,,,,
160025,Gorky's Zygotic Mynci,https://ausstage.edu.au/pages/event/160025,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Gorky's Zygotic Mynci, Glastonbury Festival",,0,0,,,,
160026,Eleanor McEvoy,https://ausstage.edu.au/pages/event/160026,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160027,The Brontë Brothers,https://ausstage.edu.au/pages/event/160027,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Brontë Brothers, Glastonbury Festival",,0,0,,,,
160028,Gallagher and Lyle,https://ausstage.edu.au/pages/event/160028,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Gallagher and Lyle, Glastonbury Festival",,0,0,,,,
160029,The Penguin Café Orchestra,https://ausstage.edu.au/pages/event/160029,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Penguin Café Orchestra, Glastonbury Festival",,0,0,,,,
160030,Mary Black,https://ausstage.edu.au/pages/event/160030,1994,26/6/1994,26/6/1994,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160031,Lunch with Music,https://ausstage.edu.au/pages/event/160031,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
160032,Harold,https://ausstage.edu.au/pages/event/160032,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
160033,Planet Waves,https://ausstage.edu.au/pages/event/160033,1984,22/6/1984,22/6/1984,20920,Glastonbury Festival - Acoustic Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Planet Waves, Glastonbury Festival",,0,0,,,,
